SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
513446,MONNETISPA  ,B ,Q,18.10,19.35,18.00,18.15,18.15,19.10,114,5238,96717.00,
513472,SIMPLEX CAST,X ,Q,51.90,51.90,46.65,46.90,46.90,48.00,7,129,6057.00,
513488,SH.STEEL WIR,XT,Q,11.40,11.40,11.40,11.40,11.40,12.00,4,4500,51300.00,
513502,BARODA EXTR.,XT,Q,0.29,0.29,0.29,0.29,0.29,0.28,3,5000,1450.00,
513509,KALYANI FORG,T ,Q,228.00,228.00,228.00,228.00,228.00,237.00,2,108,24624.00,
513515,S.R.INDUS.  ,X ,Q,0.88,0.95,0.88,0.88,0.88,0.92,7,2800,2572.00,
513517,STEELCAST   ,X ,Q,147.75,159.80,147.75,150.40,150.00,148.95,106,21396,3226244.00,
513519,PITTIENG    ,B ,Q,47.25,47.30,46.70,46.80,46.80,47.45,19,1882,88424.00,
513554,MAHA STEEL  ,T ,Q,157.50,158.50,156.60,156.60,156.60,164.80,13,2248,352262.00,
513566,NOVA IRON&ST,XT,Q,7.17,7.91,7.17,7.63,7.91,7.54,8,383,2922.00,
513599,HIND.COPPER ,A ,Q,38.80,38.80,37.70,37.75,37.75,38.30,243,51210,1941762.00,
513605,SRIPIPES    ,B ,Q,184.00,184.60,181.70,181.90,181.80,181.30,74,1595,291187.00,
513683,NLCINDIA    ,A ,Q,66.90,66.90,64.10,64.40,64.40,66.40,282,25789,1672627.00,
513691,JMT AUTO LTD,B ,Q,1.89,2.04,1.89,2.04,2.04,1.95,29,31158,62294.00,
513699,SOLID STONE ,X ,Q,39.60,39.60,39.60,39.60,39.60,41.65,1,25,990.00,
513709,SHILP GRAVUR,X ,Q,85.00,85.00,81.60,83.75,83.75,83.40,13,308,25908.00,
513713,WHITEORG    ,X ,Q,10.00,10.50,9.61,10.36,10.25,9.89,141,31559,317078.00,
513729,ARO GRANITE ,B ,Q,43.25,43.30,42.75,43.15,43.30,43.25,21,1123,48324.00,
514010,HIM.FIBRES  ,X ,Q,2.17,2.17,2.07,2.07,2.07,2.17,2,350,734.00,
514030,DEEPAK SPINN,X ,Q,84.00,84.00,80.10,82.95,82.95,84.00,7,1109,91260.00,
514034,JBF IND.LTD ,B ,Q,12.53,12.53,12.00,12.17,12.37,12.52,26,5695,69071.00,
514036,LOY.TEX MILL,X ,Q,325.00,340.00,325.00,333.05,333.05,343.00,14,1188,387796.00,
514043,HIMAT.SEIDE ,B ,Q,153.45,154.00,149.50,150.45,149.50,152.80,210,3071,465617.00,
514045,BSL LTD.    ,B ,Q,29.55,29.55,28.25,28.85,28.85,29.70,70,2505,72037.00,
514087,PBM POLYTEX ,X ,Q,69.50,69.50,66.00,68.05,68.05,67.75,3,201,13618.00,
514142,TT LTD.     ,B ,Q,45.65,45.65,45.65,45.65,45.65,44.50,6,25,1141.00,
514162,WELSPUN (I) ,A ,Q,54.90,56.15,54.25,55.90,55.90,55.00,297,42607,2359158.00,
514165,IND.ACRYLICS,X ,Q,11.31,13.02,11.31,13.02,13.02,11.84,231,91575,1173579.00,
514167,GANESH ECOSP,B ,Q,280.00,295.15,269.00,280.70,280.00,286.35,128,2009,573891.00,
514171,CEETA IND.  ,XT,Q,4.43,4.43,4.43,4.43,4.43,4.43,1,100,443.00,
514175,VARDHMAN POL,T ,Q,4.05,4.05,3.74,3.74,3.74,3.93,2,345,1383.00,
514183,BLA ROS IND ,XT,Q,56.70,56.70,52.35,53.85,54.00,54.00,39,3779,203271.00,
514211,SUMEET INDUS,B ,Q,2.72,2.72,2.65,2.66,2.66,2.66,13,12120,32400.00,
514215,BINNY LTD.  ,X ,Q,108.00,108.00,106.30,108.00,108.00,108.00,7,199,21367.00,
514223,RAMGOPAL POL,T ,Q,1.54,1.54,1.47,1.47,1.47,1.54,2,100,147.00,
514234,SANGAM INDIA,B ,Q,52.50,52.50,51.65,51.65,51.65,51.10,4,115,5961.00,
514264,SEASONS TEXT,X ,Q,6.80,6.85,6.80,6.85,6.85,6.70,2,91,618.00,
514266,ZENITH FIBRE,X ,Q,53.00,58.00,50.65,53.90,53.90,50.80,24,289,15281.00,
514274,AARVEE DENIM,B ,Q,19.20,19.20,19.20,19.20,19.20,19.35,2,200,3840.00,
514286,ASHIMA LTD. ,B ,Q,10.00,10.00,9.35,9.79,9.79,9.50,37,2275,22342.00,
514300,PIONEER EMB ,B ,Q,22.10,23.15,22.10,23.15,23.15,23.20,5,756,17337.00,
514302,VIPPY SPIN. ,X ,Q,40.35,40.35,35.70,39.00,39.00,39.50,19,673,24135.00,
514322,KAMADGIRI   ,X ,Q,79.80,79.80,79.80,79.80,79.80,78.00,1,2800,223440.00,
514326,PATSPIN INDI,B ,Q,7.95,7.95,7.90,7.90,7.90,7.88,3,310,2459.00,
514330,OVERSEAS SYN,X ,Q,4.21,4.21,4.21,4.21,4.21,4.01,3,970,4083.00,
514348,WINSOME YRN ,B ,Q,0.98,0.98,0.98,0.98,0.98,1.00,2,3000,2940.00,
514354,PREMIER POLY,B ,Q,23.00,24.85,22.15,22.90,22.90,23.50,20,4368,100835.00,
514358,EVERLON SYN.,X ,Q,14.27,14.27,14.25,14.25,14.25,14.22,3,200,2852.00,
514394,AJIL        ,B ,Q,22.00,22.80,22.00,22.00,22.00,22.40,91,60665,1337606.00,
514418,MANORG      ,X ,Q,361.10,380.00,361.10,362.95,362.00,373.60,148,5866,2145787.00,
514428,HINDU.ADHESI,X ,Q,70.10,75.00,70.00,74.65,74.65,75.60,21,436,31755.00,
514442,SRI KPR IND ,X ,Q,20.00,20.00,20.00,20.00,20.00,20.00,3,6,120.00,
514448,JYOTI RESINS,X ,Q,157.15,171.30,157.15,171.30,171.30,163.15,56,5437,929588.00,
514450,MAHA.RUBTECH,X ,Q,37.00,38.95,36.50,38.80,38.95,37.90,12,435,16635.00,
514470,WIMSOME TEXT,B ,Q,22.95,22.95,19.80,20.95,20.95,22.00,6,615,12977.00,
515018,REG.CERAMIC ,T ,Q,2.60,2.60,2.60,2.60,2.60,2.52,1,1,2.00,
515030,ASAHI IN.GLA,A ,Q,224.95,224.95,205.35,210.00,210.00,210.00,37,824,170888.00,
515037,MURD.CERAM  ,B ,Q,18.20,18.25,17.80,18.15,18.00,18.70,9,1102,19967.00,
515043,SAINT-GOBAIN,X ,Q,49.60,50.10,48.60,48.80,48.80,49.50,310,30329,1488466.00,
515055,ANANTRAJ    ,B ,Q,30.05,30.50,29.95,30.10,30.05,29.80,180,50261,1517992.00,
515059,MADHUS.IND. ,X ,Q,16.00,16.00,16.00,16.00,16.00,16.00,1,180,2880.00,
515085,RESTILE CER.,X ,Q,2.65,3.00,2.50,3.00,3.00,2.65,35,13051,38730.00,
515093,MADHAV MARB.,B ,Q,35.20,35.20,34.00,34.50,34.50,34.50,29,2164,75508.00,
515145,HIND.NAT.GLS,B ,Q,19.20,19.20,19.20,19.20,19.20,20.20,2,6,115.00,
515147,HALDYN GLASS,X ,Q,28.15,28.95,28.15,28.65,28.35,28.25,74,12993,370035.00,
516003,DUROPLY     ,X ,Q,78.80,78.80,69.00,69.00,69.00,72.25,9,213,14833.00,
516007,MANGALAM TIM,T ,Q,9.59,9.59,9.57,9.57,9.57,10.07,11,5274,50493.00,
516016,SHREYANS IND,B ,Q,135.00,140.95,132.05,138.95,138.95,138.70,37,1089,150148.00,
516020,AGIO PAPER  ,X ,Q,2.50,2.50,2.50,2.50,2.50,2.56,3,881,2202.00,
516022,STAR PAPER  ,B ,Q,103.30,103.80,99.95,100.35,100.25,102.15,136,4129,418966.00,
516030,YASH PAPERS ,X ,Q,43.25,44.80,43.25,44.00,44.00,43.95,31,12682,559091.00,
516064,ARROWGREEN  ,T ,Q,74.35,74.35,74.35,74.35,74.35,78.25,1,50,3717.00,
516072,VISHNU CHEM ,B ,Q,118.00,121.00,118.00,119.95,119.95,112.95,10,231,27684.00,
516078,JUMBO BAG   ,Z ,Q,11.01,11.01,10.90,10.90,10.90,11.02,8,1923,21013.00,
516082,N.R.AGARWAL ,B ,Q,203.80,203.80,192.20,194.85,195.00,203.00,124,1566,305256.00,
516086,SH.RAJES.PAP,XT,Q,6.70,6.70,6.70,6.70,6.70,6.80,2,600,4020.00,
516092,3PLAND      ,B ,Q,8.00,8.00,8.00,8.00,8.00,7.93,1,15000,120000.00,
516096,SANGAL PAPER,XT,Q,96.00,100.95,96.00,100.95,100.95,96.95,5,190,18893.00,
516106,SH.KARTHIK P,X ,Q,5.20,5.20,5.15,5.15,5.15,4.96,2,102,525.00,
516108,S.I.PAPER   ,XT,Q,80.00,80.00,79.00,79.10,79.10,79.15,4,172,13606.00,
517015,VINDHYA TELE,B ,Q,1150.00,1228.00,1150.00,1158.50,1156.00,1148.15,168,776,916732.00,
517035,RUTTONSHA IN,X ,Q,46.30,46.30,46.30,46.30,46.30,46.30,1,11,509.00,
517041,ADORWELDING ,B ,Q,332.05,332.05,329.25,330.55,330.00,333.80,21,34,11239.00,
517044,INT.DATA MAN,XT,Q,12.58,12.58,12.58,12.58,12.58,11.99,1,2,25.00,
517059,SALZER ELEC ,B ,Q,120.85,123.75,119.85,123.05,123.10,119.60,42,1195,146499.00,
517063,JETINFOTRAN ,XT,Q,33.50,37.00,33.50,37.00,37.00,35.25,2,64,2154.00,
517080,HIGHGROUND  ,B ,Q,2.25,2.25,2.14,2.20,2.20,2.25,15,7934,17110.00,
517119,PCS TECH    ,X ,Q,7.30,7.52,6.83,6.83,6.83,7.18,16,713,4892.00,
517146,USHA MART.LT,B ,Q,29.50,29.50,29.10,29.40,29.50,29.50,28,28752,844463.00,
517166,SPEL SEMICON,X ,Q,4.70,5.19,4.10,4.85,4.85,4.90,42,15710,71317.00,
517168,SUBROS LTD. ,B ,Q,232.15,233.10,226.00,232.40,232.50,233.50,77,2391,552987.00,
517174,HONEYWELL   ,A ,Q,23620.05,23620.05,23100.00,23303.55,23260.05,23682.30,111,197,4614390.00,
517201,SWITCH.TECH.,X ,Q,48.50,48.50,48.50,48.50,48.50,50.65,1,100,4850.00,
517206,LUMAX IND   ,B ,Q,1243.30,1243.30,1208.80,1222.50,1222.50,1232.30,12,28,34242.00,
517214,SPICEMOBI   ,T ,Q,8.80,8.80,8.07,8.50,8.50,8.48,19,4832,41100.00,
517236,CALCOM VISIO,X ,Q,19.25,19.25,19.25,19.25,19.25,19.25,1,25,481.00,
517238,DYNAVISION  ,XT,Q,49.35,49.35,49.00,49.00,49.00,47.00,2,200,9835.00,
517246,BCC FUBA    ,XT,Q,11.89,13.00,11.88,13.00,13.00,12.50,4,1504,17880.00,
517258,PRECISION EL,XT,Q,31.50,31.50,31.50,31.50,31.50,30.00,1,2,63.00,
517264,FINELINE CI ,X ,Q,12.75,13.27,12.75,13.24,13.24,12.64,8,415,5409.00,
517271,HBL P SYS   ,B ,Q,22.10,23.15,22.10,22.85,22.85,22.70,76,15231,348407.00,
517288,GUJARATPOLY ,X ,Q,23.45,23.95,22.65,22.70,22.70,23.45,8,665,15529.00,
517300,GUJ.IND.POW.,B ,Q,72.15,72.60,71.00,71.10,71.10,72.10,68,2727,195139.00,
517330,CMI LTD.    ,B ,Q,107.65,110.00,106.00,107.50,107.75,108.15,53,2877,311148.00,
517334,MOTHERSON SS,A ,Q,118.05,119.05,117.30,118.15,118.15,118.15,701,112905,13352204.00,
517344,MINDTECK (I),B ,Q,40.40,41.20,39.55,39.70,39.60,41.05,108,52362,2106800.00,
517354,HAVELLSINDIA,A ,Q,736.15,740.50,720.00,726.00,727.50,738.85,2739,182180,132254489.00,
517356,ACI INFOCOM ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,2,170,32.00,
517370,INCAP LTD.  ,XT,Q,26.75,29.55,26.75,29.55,29.55,28.15,3,125,3413.00,
517372,GUJ.INTRUX  ,X ,Q,76.50,76.50,76.00,76.00,76.00,76.50,3,203,15433.00,
517380,IGARSHI MOT ,B ,Q,225.15,225.15,214.70,214.70,214.70,226.00,155,5462,1190951.00,
517385,SYMPHONY    ,A ,Q,1238.65,1238.65,1201.05,1208.50,1201.05,1233.60,66,177,215002.00,
517399,VXL INSTRUM.,XT,Q,4.52,4.55,4.52,4.55,4.55,4.61,4,205,932.00,
517417,PATEL AIRTEM,X ,Q,85.05,91.00,84.25,89.60,91.00,89.70,10,458,40508.00,
517421,BFLYGANDHI  ,B ,Q,168.80,168.80,164.65,164.80,164.70,168.60,31,294,48736.00,
517429,ATHENAGLO   ,XT,Q,39.00,40.00,39.00,39.25,39.00,40.00,4,2500,98025.00,
517437,DUTRON POLY.,XT,Q,132.65,144.70,132.65,132.65,132.65,139.60,4,206,27350.00,
517447,R.S.SOFTWARE,B ,Q,20.85,20.85,20.35,20.40,20.35,21.25,28,2464,50770.00,
517449,MAGNA ELECTR,X ,Q,171.00,177.75,169.10,169.10,169.10,168.40,22,1427,243119.00,
517477,ELNET TECH. ,X ,Q,96.25,96.25,96.25,96.25,96.25,96.25,4,314,30222.00,
517494,ACCEL       ,X ,Q,7.30,7.30,7.00,7.00,7.00,7.30,3,96,679.00,
517498,WEBELSOLAR  ,B ,Q,25.50,25.75,24.75,24.95,24.75,25.70,63,9955,251351.00,
517500,ROTO PUMPS  ,X ,Q,136.70,139.50,135.00,137.25,135.00,136.70,50,3283,452732.00,
517506,TTK PRESTIGE,A ,Q,6561.70,6567.35,6410.00,6431.60,6410.00,6590.20,101,154,998799.00,
517514,DHINDIA     ,X ,Q,18.45,18.45,17.00,17.90,17.90,19.35,17,590,10450.00,
517518,LEEL        ,T ,Q,8.00,8.40,7.75,7.80,7.75,8.04,27,4197,33586.00,
517522,RAJ GLO WIR ,X ,Q,840.00,858.90,837.05,840.75,840.00,850.00,12,1242,1043153.00,
517530,SURANATP    ,B ,Q,4.95,5.20,4.40,4.67,4.67,4.95,48,8296,40024.00,
517536,ONWARD TECHN,B ,Q,68.50,68.50,68.50,68.50,68.50,67.55,1,35,2397.00,
517544,CENTUM ELEC ,B ,Q,519.75,525.90,510.00,525.90,525.90,516.20,23,122,62865.00,
517548,STARLITE COM,X ,Q,12.50,12.50,11.31,12.45,12.45,12.40,12,1311,16187.00,
517554,NHCFOODS    ,X ,Q,6.08,6.08,5.55,5.55,5.55,5.80,3,102,566.00,
517562,TRIGYN TECH ,B ,Q,59.10,60.00,57.05,57.40,57.05,58.65,96,3132,184259.00,
517569,KEI INDUST. ,A ,Q,458.75,475.00,455.00,460.30,457.00,468.05,392,4247,1976854.00,
517571,IMPPOWERS   ,B ,Q,26.20,26.20,25.10,25.10,25.10,25.45,6,850,21564.00,
518011,KEERTHI     ,XT,Q,49.00,49.00,49.00,49.00,49.00,49.00,1,62,3038.00,
518029,GUJ.SIDH.CEM,B ,Q,18.75,19.25,18.70,19.05,19.05,18.90,6,310,5821.00,
518091,ANJANI PORTL,B ,Q,160.10,160.10,157.30,157.55,157.30,163.35,12,1286,205610.00,
519091,TASTY BITE  ,B ,Q,8899.00,10164.95,8899.00,9501.45,9501.45,8685.05,268,577,5542521.00,
519105,AVT NATURAL ,B ,Q,23.75,23.85,22.95,23.00,23.00,24.30,29,3927,91313.00,
519126,HIND.FOODS  ,X ,Q,426.05,426.05,416.35,419.05,417.00,426.70,37,3287,1387096.00,
519136,NAHAR INDUST,B ,Q,28.55,30.95,28.55,30.15,30.15,31.30,9,323,9824.00,
519156,VADILAL IND ,B ,Q,512.95,522.50,512.95,517.85,513.25,518.45,33,316,164140.00,
519183,ADF FOODS LT,B ,Q,280.35,281.80,276.30,281.45,279.30,282.20,73,1247,348242.00,
519216,AJANTA SOYA ,XT,Q,22.25,23.30,22.25,22.35,22.35,23.40,17,1729,38919.00,
519224,WILLIAM.MAGO,B ,Q,19.25,19.50,19.25,19.50,19.50,19.70,4,547,10654.00,
519248,JVL AGRO    ,Z ,Q,1.22,1.22,1.20,1.22,1.22,1.17,9,10318,12587.00,
519260,SANWARIA    ,B ,Q,5.30,5.30,4.79,4.83,4.83,5.05,427,367640,1806009.00,
519285,TARAI FOODS ,XT,Q,2.82,2.82,2.62,2.80,2.80,2.69,11,391,1070.00,
519287,MODERN DAIRI,X ,Q,3.62,3.95,3.59,3.60,3.60,3.77,22,5827,21496.00,
519295,BAMBINO AGRO,X ,Q,153.20,153.45,153.20,153.45,153.45,153.75,2,16,2452.00,
519307,VIKAS WSP   ,X ,Q,12.64,12.85,12.64,12.64,12.64,13.30,406,219184,2780020.00,
519319,JATALIA     ,XT,Q,3.53,3.53,3.53,3.53,3.53,3.60,3,206,727.00,
519359,POONA DAL   ,X ,Q,24.50,25.70,23.50,24.95,25.70,24.50,17,1395,33129.00,
519383,ANIK INDS   ,B ,Q,10.00,10.55,9.68,9.71,9.98,10.00,16,1007,9837.00,
519397,SHARAT INDUS,XT,Q,14.45,14.45,14.45,14.45,14.45,13.77,1,10,144.00,
519421,KSE LIMITED ,XT,Q,1210.00,1244.00,1192.05,1200.25,1214.95,1190.80,20,244,295257.00,
519455,NARBADA     ,X ,Q,50.00,50.00,50.00,50.00,50.00,48.50,1,1,50.00,
519457,VIRAT CRANE ,X ,Q,27.60,28.30,24.00,24.80,24.20,26.50,52,7298,196351.00,
519475,CHORDIA FOOD,X ,Q,155.00,155.00,146.00,146.80,146.00,147.85,22,1611,245007.00,
519483,TAI INDUST. ,XT,Q,14.40,14.40,14.40,14.40,14.40,14.00,2,40,576.00,
519491,OCEAN AGRO  ,X ,Q,19.00,21.00,18.05,18.40,18.40,19.15,6,1103,20305.00,
519552,HERITGFOOD  ,A ,Q,407.45,407.45,397.00,398.20,399.60,401.25,32,235,93666.00,
519560,NEHA INTER. ,X ,Q,1.60,1.60,1.60,1.60,1.60,1.62,3,1040,1664.00,
519566,SIMRAN FARMS,X ,Q,52.00,52.00,50.00,51.55,50.00,50.20,7,1076,55490.00,
519588,DFM FOODS   ,B ,Q,231.90,231.90,221.25,229.05,229.35,225.05,35,367,83784.00,
519600,CCL PRODUCTS,A ,Q,241.55,241.55,236.25,240.30,240.00,238.45,58,619,148203.00,
519602,KELLTONTEC  ,B ,Q,24.35,25.40,24.00,24.25,24.00,24.75,130,50489,1237037.00,
519612,MAHAAN FOODS,X ,Q,13.80,13.80,13.80,13.80,13.80,14.50,8,100,1380.00,
520008,RICO AUTO   ,B ,Q,55.50,56.55,55.25,55.50,55.40,55.10,752,47160,2641828.00,
520021,OMAX AUTOS. ,B ,Q,50.50,50.50,48.30,48.70,48.70,49.80,10,109,5347.00,
520043,MUNJAL SHOWA,B ,Q,144.55,148.70,144.55,145.50,145.50,146.20,26,1123,164195.00,
520051,JAMNA AUTO  ,A ,Q,48.50,50.60,48.50,49.25,49.00,49.60,269,16730,830067.00,
520056,SUNDAR.CLAY ,A ,Q,2270.05,2281.80,2257.00,2257.00,2257.00,2297.20,47,138,313258.00,
520057,JTEKTINDIA  ,B ,Q,91.65,91.65,88.80,89.10,89.75,90.75,53,2354,211169.00,
520059,MUNAUTO     ,B ,Q,39.85,39.95,39.40,39.45,39.40,39.90,62,3601,142598.00,
520066,JAYBH.MARUTI,B ,Q,193.10,198.50,189.65,190.85,190.45,190.55,78,742,142688.00,
520073,RACLGEAR    ,X ,Q,73.00,73.00,71.00,71.10,71.10,71.50,17,2630,190063.00,
520075,SAMKRG PIST.,X ,Q,126.30,129.65,125.80,126.25,125.80,125.60,14,874,110584.00,
520086,SICAL LOG   ,B ,Q,97.00,97.70,90.25,93.95,97.70,95.45,194,2836,265773.00,
520111,RATNAMNI MET,B ,Q,975.00,990.50,951.60,980.00,973.05,974.25,96,606,589252.00,
520113,VESUVIUS IND,B ,Q,1075.00,1091.45,1075.00,1091.45,1091.45,1101.60,24,107,115983.00,
520119,AUTOMOTIVE S,B ,Q,44.50,44.50,44.50,44.50,44.50,42.60,4,103,4583.00,
520123,ABC INDIA   ,X ,Q,62.25,62.25,53.40,55.00,55.00,55.10,24,13007,748304.00,
520127,BALURGHAT TE,X ,Q,4.50,4.50,4.50,4.50,4.50,4.70,3,226,1017.00,
520131,COASTAL ROAD,P ,Q,28.90,28.90,28.90,28.90,28.90,27.80,1,100,2890.00,
520151,SHREY SH LOG,B ,Q,140.00,143.00,140.00,142.50,143.00,138.00,3,6,855.00,
520155,STARLOG     ,X ,Q,17.20,17.20,17.20,17.20,17.20,18.70,1,1,17.00,
521016,INDO COUNT  ,B ,Q,31.20,31.55,30.60,31.00,31.00,31.00,57,5711,177060.00,
521018,MARAL OVERS ,B ,Q,19.05,19.65,19.05,19.65,19.65,19.25,23,1552,29799.00,
521036,SOURCEIND   ,XT,Q,0.64,0.64,0.64,0.64,0.64,0.67,1,100,64.00,
521062,OCTAVE      ,XT,Q,2.02,2.02,2.00,2.02,2.02,1.99,11,4700,9491.00,
521064,TRIDENT     ,A ,Q,59.95,60.30,59.25,59.55,59.55,59.45,239,30930,1847029.00,
521070,ALOK INDS.  ,B ,Q,3.26,3.31,3.13,3.17,3.15,3.26,276,620217,1968504.00,
521080,PASARI SPIN ,XT,Q,2.66,2.66,2.66,2.66,2.66,2.80,1,1,2.00,
521097,AMARJOTHI SP,X ,Q,75.50,75.50,72.75,73.40,72.75,73.95,15,661,48624.00,
521105,OLYMPIA IND.,X ,Q,12.16,12.16,12.16,12.16,12.16,12.74,1,35,425.00,
521109,NAGREEKA EXP,B ,Q,22.35,22.35,16.65,17.45,18.95,18.95,53,12725,233429.00,
521113,SUDITI IND. ,X ,Q,22.95,24.80,22.35,24.80,24.80,22.80,9,138,3109.00,
521131,SBFL        ,X ,Q,4.44,4.44,4.44,4.44,4.44,4.44,1,500,2220.00,
521141,ADITYA SPIN.,XT,Q,4.00,4.00,3.85,3.85,3.85,3.85,5,1180,4639.00,
521151,DHANLXMI FAB,X ,Q,24.80,24.80,24.80,24.80,24.80,23.65,1,1,24.00,
521176,GANGOTRI TEX,Z ,Q,1.26,1.26,1.14,1.17,1.25,1.20,15,3900,4580.00,
521180,SUPER SPIN. ,B ,Q,6.00,6.00,4.81,5.00,5.00,5.20,18,1879,9209.00,
521182,SEASONS FUR.,XT,Q,1.36,1.36,1.36,1.36,1.36,1.40,1,200,272.00,
521206,SAMTEX FASH.,XT,Q,0.60,0.60,0.60,0.60,0.60,0.60,2,177,106.00,
521216,DHAN ROTO SP,X ,Q,24.80,24.80,23.60,23.60,23.60,24.80,3,34,807.00,
521220,DAMOINDUS   ,B ,Q,33.00,33.00,33.00,33.00,33.00,32.90,1,25,825.00,
521226,UNI ROYAL IN,X ,Q,9.98,9.98,9.98,9.98,9.98,10.50,1,300,2994.00,
521234,SRI NACHAMAI,X ,Q,13.78,13.78,13.78,13.78,13.78,14.50,3,217,2990.00,
521248,KITEX GARMEN,B ,Q,97.85,97.90,92.05,93.65,92.05,96.35,135,10057,952686.00,
522001,CRANEX LTD. ,X ,Q,13.35,13.35,13.35,13.35,13.35,12.80,2,25,333.00,
522004,BATLIBOI LTD,X ,Q,13.99,14.00,13.25,13.98,14.00,13.75,12,1680,23332.00,
522005,AUSTIN ENGG.,X ,Q,47.05,47.05,47.05,47.05,47.05,47.25,1,7,329.00,
522014,UNITED DRILL,X ,Q,87.00,87.00,81.60,81.65,81.60,83.10,6,291,24360.00,
522017,FLUIDOMAT   ,X ,Q,97.35,97.35,97.00,97.00,97.00,98.30,13,329,31933.00,
522029,WINDSOR MACH,B ,Q,20.00,20.00,19.55,19.80,19.80,20.10,42,7385,145514.00,
522034,SHANTHI GEAR,B ,Q,113.50,113.50,108.50,111.95,112.00,111.90,200,2589,286897.00,
522036,MIVEN MACHIN,X ,Q,6.26,6.26,6.26,6.26,6.26,6.26,1,50,313.00,
522064,HONDA SIEL  ,B ,Q,902.25,910.00,882.00,884.95,884.55,914.75,49,155,138471.00,
522073,HITECHGEAR  ,B ,Q,203.00,204.00,198.00,203.85,204.00,214.55,60,2262,452805.00,
522074,ELGI EQUIP  ,A ,Q,263.95,263.95,255.40,258.45,258.95,258.50,43,697,180078.00,
522101,KILBURN ENGG,X ,Q,24.55,27.40,24.55,25.10,25.10,26.70,24,913,22897.00,
522105,BIRLA PRETEC,X ,Q,8.84,8.84,8.67,8.67,8.67,8.84,72,14063,122097.00,
522108,YUKEN INDIA ,X ,Q,615.00,631.00,614.00,623.80,627.50,611.90,88,569,352934.00,
522113,TIMKEN (I)  ,B ,Q,719.00,738.00,718.95,729.15,729.10,716.80,219,2294,1674934.00,
522122,VOITH PAPER ,X ,Q,799.90,799.90,782.00,790.05,790.00,787.90,12,82,64995.00,
522134,ARTSON ENG  ,X ,Q,42.15,45.80,42.00,42.65,42.65,44.10,51,8154,349119.00,
522152,SOLITAIR MC ,X ,Q,30.40,30.40,28.25,28.25,28.25,28.30,3,11,323.00,
522163,DIAMONPOWER ,Z ,Q,0.85,0.90,0.85,0.90,0.90,0.86,6,2150,1920.00,
522165,INDSIL HYD  ,X ,Q,33.50,33.50,31.90,32.20,31.90,32.75,27,2900,94104.00,
522183,ITL INDUSTRS,X ,Q,133.15,135.20,133.15,135.10,135.00,138.00,5,66,8881.00,
522195,FRONTIER SPR,X ,Q,207.00,214.30,207.00,207.55,211.75,208.55,35,3368,710660.00,
522205,PRAJ IND.LTD,B ,Q,129.45,129.60,125.30,125.75,125.75,128.50,951,100565,12769402.00,
522207,RASANDIK ENG,X ,Q,87.95,87.95,77.20,81.00,78.05,77.25,20,1402,109913.00,
522217,GUJ APOIND  ,B ,Q,148.05,149.00,137.05,140.05,137.05,144.00,34,1390,199865.00,
522229,TANEJA AERO.,X ,Q,28.00,28.00,26.05,26.50,26.50,27.35,31,4381,117673.00,
522231,CONART ENG. ,X ,Q,28.00,29.00,28.00,29.00,29.00,27.95,4,51,1440.00,
522241,M.M.FORGINGS,B ,Q,455.00,468.50,452.45,458.05,456.15,452.15,90,266,122499.00,
522249,MAYUR UNIQ. ,B ,Q,272.00,273.00,267.00,269.35,269.00,268.70,82,1802,487855.00,
522251,CENLUB INDUS,X ,Q,75.00,77.00,73.50,76.50,76.50,76.50,6,452,34123.00,
522257,RAJOO ENGIN.,X ,Q,14.30,14.85,14.00,14.30,14.20,14.65,117,30504,435180.00,
522261,DOLPHIN OFF.,B ,Q,29.05,29.25,28.60,29.00,28.80,29.45,162,16150,466640.00,
522263,JMC PROJECTS,B ,Q,129.65,130.00,125.05,127.25,125.50,129.35,74,1781,229561.00,
522267,VEEJAY LAKSH,X ,Q,33.00,33.00,33.00,33.00,33.00,31.90,4,400,13200.00,
522275,GET&D       ,A ,Q,232.00,233.95,228.45,232.55,231.00,233.15,134,1411,327464.00,
522281,RAM RAT.WIRE,X ,Q,85.00,86.00,83.05,84.75,84.75,84.90,10,513,43176.00,
522285,JAY NECO IND,B ,Q,5.16,5.39,5.10,5.37,5.39,5.14,68,54058,285160.00,
522287,KALPA.POWER ,A ,Q,490.00,509.80,487.00,502.60,503.00,486.15,1140,17294,8703008.00,
522294,T & I GLOBAL,X ,Q,72.20,72.20,72.20,72.20,72.20,72.20,1,3,216.00,
522295,CONTROL PRNT,B ,Q,231.20,234.80,227.00,229.35,227.00,230.55,21,290,66626.00,
522650,BEMCO HYDRAU,X ,Q,127.75,127.75,127.75,127.75,127.75,134.45,1,3,383.00,
523007,ANSAL BUILD.,X ,Q,25.05,29.45,25.05,28.40,28.35,27.00,37,1586,42300.00,
523019,B.N.RATHI SE,X ,Q,22.00,22.00,20.00,20.95,20.95,20.00,18,1100,23323.00,
523021,RISHITECH   ,X ,Q,31.05,31.10,30.15,30.25,30.15,31.35,13,1772,54877.00,
523023,SINCLAIR HOT,X ,Q,316.00,316.00,309.25,310.65,310.00,315.80,21,187,58533.00,
